availableText,itemLocation,itemNumber,lastUpdated,priceWithCurrency,seller,sold,title,subTitle,type
2 available,"Irving, Texas, United States",272512876003,"Mar 26, 2024 06:38:59 PDT","US $5,921.21",globalwatches10,,Designer His And Her's 10K Yellow Gold Nugget Couple watches Set  Approx 90 Gm,,Wristwatch
,,155355941668,"Feb 15, 2024 07:14:32 PST","US $3,197.00",Style in Class,,Ball Ø41mm Limited 1000pc titanium Roadmaster Rescue Chronograph DC3030C-S2-WH,,Wristwatch
,"HK, Hong Kong",165804491145,"Feb 03, 2024 16:07:40 PST",US $888.00,Spot On Times,,Citizen Promaster Super Titanium Automatic Diver's Men's Watch NB6004-83E,,Wristwatch
5 available / 1 sold,"Brooklyn, New York, United States",325015405342,"Feb 06, 2024 13:50:54 PST","US $2,999.00/ea",Sigmatime,1.0,Romain Jerome Men's Moon Invader Grey Dial Black Rubber Strap RJ.M.AU.IN.020.01,,Wristwatch
More than 10 available / 22 sold,"Monsey, New York, United States",255004400087,"Mar 19, 2024 00:58:14 PDT",US $595.00,Watch County,22.0,Gv2 by Gevril Women's 9255 Bari MOP Dial Swiss Quartz Diamonds Leather Watch,,Wristwatch
Last One / 1 sold,"HK, Hong Kong",165795116009,"Jan 14, 2024 15:34:24 PST",US $899.00,Spot On Times,1.0,Seiko Premier Kinetic Perpetual Men's Watch SNP041P1,,Wristwatch
,,165809604397,"Feb 03, 2024 16:09:19 PST",US $577.89,Spot On Times,,Citizen xC Solar Power Stainless Steel Ladies Watch XCB38-9253,,Wristwatch
More than 10 available,"Monsey, New York, United States",255564881142,"Mar 29, 2024 02:02:53 PDT","US $1,295.00",Watch County,,Gevril Men's 48404B High Line Swiss Automatic SW200 Exhibition Case Back Watch,,Wristwatch
,"Seattle, Washington, United States",154999256122,"Feb 15, 2024 07:26:23 PST","US $3,850.00",Style in Class,,Genuine Ball Ø 42mm helium release crown Hydrocarbon NEDU DC3226A-S4C-BK COSC,,Wristwatch
5 available / 5 sold,"Brooklyn, New York, United States",203848525563,"Feb 29, 2024 08:01:56 PST",US $799.00,Sigmatime,5.0,Zeno Men's Airplane Diver GMT Black Dial Black Strap Automatic  6349GMT-3-A1-9,,Wristwatch
More than 10 available,"Monsey, New York, United States",275843360391,"Mar 19, 2024 00:51:25 PDT","US $3,795.00",Watch County,,Gevril Women's 11251B Lugano Swiss Quartz Diamond MOP Dial IPRG Watch,,Wristwatch
,"Monsey, New York, United States",275964422553,"Mar 17, 2024 00:59:32 PDT",US $950.00,Watch County,,Gevril Men's 9603 Mulberry Open Heart Swiss Automatic Mvmnt Brown Leather Watch,,Wristwatch
More than 10 available,"Monsey, New York, United States",266251962959,"Mar 19, 2024 00:51:21 PDT","US $3,295.00",Watch County,,Gevril Women's 11247B Lugano Swiss Quartz Diamond Black MOP Dial Watch,,Wristwatch
,"Monsey, New York, United States",276272234592,"Mar 19, 2024 00:55:43 PDT","US $1,595.00",Watch County,,Gevril Men's 48850B Hudson Yards Diver Forged Carbon Fiber Dial Automatic Watch,,Wristwatch
More than 10 available / 1 sold,"Monsey, New York, United States",255635845423,"Mar 20, 2024 11:39:44 PDT","US $1,295.00",Watch County,1.0,Gv2 By Gevril Men's 18120B Potente Skeletal Swiss Automatic 2-Tone IPYG Watch,,Wristwatch
Last One / 3 sold,"Monsey, New York, United States",253935994532,"Mar 19, 2024 00:51:39 PDT",US $519.00,Watch County,3.0,Ferre Milano Men's  FM1G080M0051 Stainless Steel Date Wristwatch,,Wristwatch
,"Monsey, New York, United States",256307627840,"Mar 19, 2024 00:51:26 PDT","US $1,495.00",Watch County,,Gevril Men's 41853A Wall Street Swiss Automatic Mvmnt Stainless Steel Watch,,Wristwatch
,,204702141629,"Mar 19, 2024 12:04:40 PDT","US $4,350.00",Sigmatime,,Christian Dior Women's 'Black Eight' Black Ceramic Automatic Watch CD1245E1C001,,Wristwatch
,"HK, Hong Kong",164691889001,"Feb 03, 2024 16:21:02 PST",US $968.00,Times On Spot,,Seiko Premier Moon Phase Perpetual Calendar Men's Watch SRX017P1,,Wristwatch
5 available / 2 sold,"Brooklyn, New York, United States",325206089970,"Dec 27, 2023 09:59:06 PST","US $1,050.00/ea",Sigmatime,2.0,Revue Thommen Mens Air speed Black Dial Red Strap Automatic Watch 16071.6676,,Wristwatch
,,255944037020,"Mar 19, 2024 00:51:22 PDT","US $7,995.00",Watch County,,Gevril Mens 44607B Amsterdam Swiss Automatic ETA 7753 Collectors Exclusive Watch,HARD TO GET!!!,Wristwatch
,"HK, Hong Kong",165808370855,"Feb 03, 2024 16:07:27 PST",US $623.03,Spot On Times,,Casio G-Shock 35th Anniversary Glacier Gold Limited Men's Watch DW-5035E-7,,Wristwatch
9 available,,265912028390,"Apr 01, 2024 09:01:08 PDT","US $1,005.79",Direct Source G&D,,"Women's 10k Yellow Gold Nugget Band Bracelet Geneve Watch with Diamonds 7.5-8""",,Wristwatch
3 available / 2 sold,,193992410165,"Feb 29, 2024 08:01:55 PST","US $6,995.00/ea",Sigmatime,2.0,Franck Muller Men's 'Vanguard Racing' Black Dial Automatic Watch 45SCRACINGBLKYL,,Wristwatch
9 available,"Los Angeles, California, United States",265944881091,"Apr 01, 2024 09:01:08 PDT","US $2,491.93",Direct Source G&D,,"10k Yellow Gold Nugget Link Band Geneve with Diamonds Wrist Watch 8.5-9"" 57grams",,Wristwatch
,"HK, Hong Kong",185680333081,"Feb 03, 2024 16:09:47 PST","US $5,775.81",Spot On Times,,Seiko Prospex Marinemaster Drivers 50th Anniversary Men's Watch SBDX016,,Wristwatch
,"HK, Hong Kong",155286582699,"Feb 03, 2024 16:09:05 PST","US $3,449.42",Spot On Times,,Longines Heritage 1942 Automatic Leather Strap Men's Watch L2.768.4.53.2,,Wristwatch
,"HK, Hong Kong",155126231193,"Feb 03, 2024 16:24:09 PST",US $638.00,Times On Spot,,Citizen Eco-Drive Promaster Radio Controlled Men's Watch CB5004-59W,,Wristwatch
5 available / 12 sold,"Hong Kong, Hong Kong",294254724150,"Mar 17, 2023 11:26:23 PDT",US $510.00,Citiwide Store,12.0,Seiko SRPG57K1 Automatic Mens Watch + Worldwide Warranty US*4,,Wristwatch
,,165809673761,"Feb 03, 2024 16:09:25 PST","US $1,143.87",Spot On Times,,Doxa Calex Series Automatic Stainless Steel Men's Watch D124SSV,,Wristwatch
,"HK, Hong Kong",155422214663,"Feb 03, 2024 16:09:11 PST","US $1,098.00",Spot On Times,,Hamilton Frogman Auto Black Khaki Navy Automatic Men's Watch H77825330,,Wristwatch
9 available,"Los Angeles, California, United States",265956809762,"Apr 01, 2024 09:01:10 PDT","US $3,308.93",Direct Source G&D,,"10k Yellow Gold Horse Shoe Black Onyx Bracelet Geneve Diamond Watch 8.5"" 75.7g",,Wristwatch
4 available / 1 sold,"Los Angeles, California, United States",265720108327,"Apr 01, 2024 09:01:07 PDT","US $2,847.65",Direct Source G&D,1.0,"14k Yellow Gold Nugget Link Wrist Band Geneve Diamond Watch 7.5""-8"" 56.7 grams",,Wristwatch
9 available,"Los Angeles, California, United States",265956807631,"Apr 01, 2024 09:01:09 PDT","US $3,116.89",Direct Source G&D,,"10k Yellow Gold Horse Shoe Black Onyx Bracelet Geneve Diamond Watch 8"" 71.3grams",,Wristwatch
9 available,"Los Angeles, California, United States",265518356527,"Apr 01, 2024 09:01:08 PDT","US $1,215.50",Direct Source G&D,,"Womens 10k Yellow Gold Nugget Link Bracelet Geneve Wrist Watch with Diamond 7.5""",,Wristwatch
2 available,"Hong Kong, Hong Kong",294080084314,"Mar 17, 2023 12:15:04 PDT","US $1,019.00",Citiwide Store,,Seiko SARX057 Automatic Mens Watch Made in Japan + Worldwide Warranty US*3,,Wristwatch
,,164691835287,"Feb 03, 2024 16:21:02 PST","US $1,880.00",Times On Spot,,Seiko Presage Arita Porcelain Dials Men's Watch SPB093J1,,Wristwatch
,"Pennsauken, New Jersey, United States",156010200713,"Mar 19, 2024 22:55:07 PDT","US $2,864.00",Style in Class,,Ball Ø 40mm Roadmaster Marine GMT Ceramic COSC DG3000A-S8CJ-BK titanium limit ED,,Wristwatch
,"HK, Hong Kong",155346062932,"Jan 06, 2023 15:27:19 PST","US $1,380.00",Spot On Times,,Seiko Prospex 110th Anniversary Save the Ocean Limited  Men's Watch SPB333J1,,Wristwatch
,,195645859165,"Feb 29, 2024 08:01:54 PST","US $6,250.00",Sigmatime,,Franck Muller Men's 'Vanguard' White Dial White Strap Automatic 45SCWHTWHTBLU-4,,Wristwatch
5 available / 2 sold,,195475648432,"Feb 29, 2024 08:01:57 PST","US $2,299.00/ea",Sigmatime,2.0,Longines Women's 'Symphonette' MOP Dial Stainless Steel Watch L2.306.0.87.6,,Wristwatch
,"HK, Hong Kong",155285083384,"Feb 03, 2024 16:09:09 PST",US $657.75,Spot On Times,,Seiko Criteria Limited Edition Black Dial Stainless Steel Men's Watch SNDC79P1,,Wristwatch
5 available / 1 sold,,203965264285,"Feb 29, 2024 08:01:58 PST",US $525.00/ea,Sigmatime,1.0,Manager Men's 'Open Mind' Silver Dial Brown Leather Automatic MAN-RO-05-BL,,Wristwatch
,"Seattle, Washington, United States",166042241549,"Feb 15, 2024 07:26:17 PST","US $2,930.00",Style in Class,,Genuine BALL Ø 43mm COSC Engineer Hydrocarbon Original DM2218B-S1CJ-BE 200m,,Wristwatch
9 available,"Los Angeles, California, United States",265519727940,"Apr 01, 2024 09:01:06 PDT","US $1,451.72",Direct Source G&D,,"Women's 14k Yellow Gold Nugget Link Bracelet Geneve Wrist Watch with Diamond 7""",,Wristwatch
,"HK, Hong Kong",165809604437,"Feb 03, 2024 16:09:22 PST",US $669.33,Spot On Times,,Seiko Premier Open Heart Automatic Men's Watch SSA215J1,,Wristwatch
,,165629451088,"Feb 15, 2024 07:20:04 PST","US $1,032.00",Style in Class,,EPOS lady Elegant 31.5 mm black dial automatic self-winding 4387 ETA 2892 sunray,,Wristwatch
5 available,,195032417848,"Feb 29, 2024 08:01:50 PST",US $575.00/ea,Sigmatime,,Revue Thommen Mens Air speed Black Dial Yellow Rubber Strap Automatic 16070.4778,,Wristwatch
,"HK, Hong Kong",155083639555,"Feb 03, 2024 16:09:13 PST",US $682.00,Spot On Times,,Seiko Prospex Solar ‘Commando Arnie’ Hybrid Diver’s Limited Men's Watch SNJ037P1,,Wristwatch
2 available / 8 sold,"Brooklyn, New York, United States",324537674224,"Feb 29, 2024 08:01:55 PST","US $6,250.00/ea",Sigmatime,8.0,Franck Muller Men's 'Vanguard' White Dial Automatic 45SCWHTWHTRED,,Wristwatch
,"HK, Hong Kong",185681359974,"Feb 03, 2024 16:07:52 PST",US $568.00,Spot On Times,,Casio G-Shock Crazy Color Analog Digital Resin Men's Watch GA-110MC-7A,,Wristwatch
,"Seattle, Washington, United States",166411718577,"Feb 15, 2024 07:10:08 PST","US $1,890.00",Style in Class,,BALL Fireman NECC DM3090A-P11-BE Ø40.5 mm Rubber Auto Blue Bezel dial 300m Steel,,Wristwatch
,"HK, Hong Kong",185681307742,"Feb 03, 2024 16:09:40 PST",US $530.44,Spot On Times,,Seiko Sportura Chronograph Leather Strap Men's Watch SNAE97P1,,Wristwatch
Last One / 2 sold,"Seattle, Washington, United States",165722474082,"Feb 15, 2024 07:18:42 PST","US $2,240.00",Style in Class,2.0,Citizen Ø44mm Attesa Super Titanium CC4016-67E Universe Solar alarm Radio GPS,,Wristwatch
2 available / 7 sold,"Hong Kong, Hong Kong",294109955956,"Mar 03, 2024 21:02:01 PST","US $1,001.00",Citiwide Store,7.0,Seiko Prospex SBDC111 / spb153j1  Automatic Mens Watch + Worldwide Warranty US*4,,Wristwatch
3 available,"Monsey, New York, United States",254930309938,"Mar 19, 2024 00:51:36 PDT",US $549.00,Watch County,,"Calibre Men's SC-4B1-04-001.7 ""Buffalo"" Stainless Steel And Brown Leather Watch",,Wristwatch
9 available,"Los Angeles, California, United States",265518490384,"Apr 01, 2024 09:01:07 PDT","US $1,567.04",Direct Source G&D,,"Women 14k Yellow Gold Nugget Link Bracelet Geneve Wrist Watch with Diamonds 7.5""",,Wristwatch
4 available,,195937023359,"Feb 29, 2024 08:01:53 PST",US $750.00/ea,Sigmatime,,Revue Thommen Men's 'Diver' Black Dial Black Bracelet Swiss Automatic 17571.2679,,Wristwatch
9 available,,265518231040,"Apr 01, 2024 09:01:06 PDT","US $1,461.49",Direct Source G&D,,"Women's 14k Yellow Gold Nugget Link Bracelet Geneve Wrist Watch 7"" 29.1 grams",,Wristwatch
5 available / 5 sold,"Brooklyn, New York, United States",194811373704,"Feb 29, 2024 08:01:57 PST",US $550.00/ea,Sigmatime,5.0,Alpina Womens 'Seastrong Diver Gyre' Blue MOP Dial Blue Canvas AL-525LMPLNB3VG6,,Wristwatch
3 available,"Monsey, New York, United States",265128424249,"Mar 19, 2024 00:51:31 PDT",US $595.00,Watch County,,Calibre Men's SC-5A1-13-079.10 Akron Luminous Black Dial Steel Date Watch,,Wristwatch
,"Monsey, New York, United States",256321752118,"Mar 19, 2024 00:51:29 PDT","US $3,495.00",Watch County,,Gevril Men's 41858B Wall Street Swiss Automatic Mvmnt Stainless Steel Watch,,Wristwatch
2 available / 1 sold,"Hong Kong, Hong Kong",295750165131,"Dec 17, 2023 20:41:22 PST","US $1,599.90",Citiwide Store,1.0,Seiko Prospex GMT Automatic 3 days movement Diver Watch SBEJ009 / SPB381J1 US*us,,Wristwatch
,"NY, United States",204229896182,"Dec 27, 2023 09:59:08 PST","US $21,500.00",Sigmatime,,Corum Men's 'Admiral Cup' Tourbillon Grey Dial 029.101.20/0F81 FH11,,Wristwatch
,"HK, Hong Kong",165809673794,"Feb 03, 2024 16:09:26 PST",US $589.64,Spot On Times,,Sandoz Diamond Hour Marker Gold Tone Dial Automatic Men's Watch 8502D-70-2,,
,"HK, Hong Kong",165809673773,"Feb 03, 2024 16:09:25 PST",US $680.90,Spot On Times,,Sandoz Diamond Index Hour Marker Automatic Men's Watch 8732D,,
,"Dayton, New Jersey, United States",314840854754,"Jan 16, 2024 00:04:47 PST","US $41,500.00",Breguetcamera,,Hublot Big Bang 45mm 411.JX.0190.RX.CAM19 Sapphire Camouflage Japan Limited,,Wristwatches
9 available,,265905479806,"Apr 01, 2024 09:01:08 PDT","US $1,022.99",Direct Source G&D,,"Women's 10k Yellow Gold Watch Link Geneve Diamond Wrist Watch 6.5-7"" 23.4 grams",,Wristwatch
,,324561518175,"Feb 29, 2024 08:01:56 PST","US $7,999.00",Sigmatime,,Franck Muller womens Round Silver Dial 18K Rose Gold Swiss Quartz 8038QZV5NSIL,,Wristwatch
Last One / 1 sold,"HK, Hong Kong",154323395263,"Feb 03, 2024 16:22:46 PST",US $738.00,Times On Spot,1.0,Casio Protrek Solar Triple Sensor Watch PRG-110C-9  PRG110C 9,,Wristwatch
,"HK, Hong Kong",155286511391,"Feb 03, 2024 16:09:09 PST","US $1,713.31",Spot On Times,,Seiko Presage Keshizumi Sharp Edged Series GMT  Automatic Men's Watch SPB275J1,,Wristwatch
,"Dayton, New Jersey, United States",285410487828,"Jan 16, 2024 00:04:41 PST","US $17,500.00",Breguetcamera,,Franck Muller Long Island Magic Color 1002QZ Quartz Ladies Watch Green Strap,,Wristwatch
9 available,"Los Angeles, California, United States",266208180838,"Apr 01, 2024 09:01:07 PDT","US $1,577.27",Direct Source G&D,,"Women's 14k Yellow Gold Nugget Band Wrist Bracelet Geneve Watch w/ Diamond 7.5""",,Wristwatch
More than 10 available / 1 sold,"Monsey, New York, United States",275049788798,"Mar 19, 2024 00:51:40 PDT","US $1,595.00",Watch County,1.0,Gevril Men's 4855A Wall Street Sellita Swiss Automatic Black Ceramic Bezel Watch,,Wristwatch
9 available,"Los Angeles, California, United States",265612331835,"Apr 01, 2024 09:01:06 PDT","US $1,557.28",Direct Source G&D,,"Women's 14k Yellow Gold Nugget Link Bracelet Geneve Diamond Wrist Watch 7.5""",,Wristwatch
More than 10 available,"Monsey, New York, United States",255933116345,"Mar 19, 2024 00:51:22 PDT","US $1,495.00",Watch County,,Gevril 48103 Men's Empire Swiss Automatic ETA 2895 Exhibition Case back Watch,,Wristwatch
," Dayton, New Jersey, United States",256174263648,"Jan 16, 2024 00:04:39 PST","US $290,900.00",Breguetcamera,,New Patek Philippe Nautilus 3712/1A-001 Steel Men's Watch Factory Double Sealed,,Wristwatches
2 available,"NY, United States",325886992565,"Mar 20, 2024 16:09:45 PDT","US $2,850.00/ea",Sigmatime,,Mont Blanc Men's 'Chronometrie Heritage' Silver Dial Dual Time Swiss 112540,,Wristwatch
,"HK, Hong Kong",154970524136,"Feb 03, 2024 16:20:44 PST","US $1,090.00",Times On Spot,,Seiko Presage Sharp Edged X Zero Halliburton Automatic Men's Watch SPB277J1,,Wristwatch
2 available,"Hong Kong, Hong Kong",125308107602,"Aug 29, 2023 19:31:55 PDT",US $732.00,Citiwide Store,,Seiko SARX091 / SPB229j1 Automatic Mens Watch + Worldwide Warranty US*4,,Wristwatch
4 available,"Brooklyn, New York, United States",195137107304,"Dec 27, 2023 09:59:07 PST","US $24,895.00/ea",Sigmatime,,GP Men's 'World Timer' Black Dial Black Strap Automatic Watch 49700-52-632-BB6B,,Wristwatch
9 available / 1 sold,"Los Angeles, California, United States",265946650730,"Apr 01, 2024 09:01:07 PDT","US $3,229.42",Direct Source G&D,1.0,"14k Yellow Gold Nugget Band Geneve with Diamonds Wrist Watch 8.5-9"" 64.3 grams",,Wristwatch
,,165809604406,"Feb 03, 2024 16:09:20 PST",US $796.64,Spot On Times,,Seiko Sportura Quartz Chronograph Brown Leather Strap Ladies Watch SRW892P1,,Wristwatch
,"HK, Hong Kong",154317185753,"Feb 03, 2024 16:20:39 PST",US $599.00,Times On Spot,,Seiko Superior World Timer Automatic Men's Watch SRP039K1,,Wristwatch
9 available / 1 sold,"Los Angeles, California, United States",264951298695,"Apr 01, 2024 09:01:06 PDT","US $1,657.72",Direct Source G&D,1.0,"Women's 14k Yellow Gold Solid Nugget Link Bracelet Geneve Wrist Watch 8""",,Wristwatch
More than 10 available,"Monsey, New York, United States",255805546575,"Mar 20, 2024 03:00:01 PDT","US $2,495.00",Watch County,,Gevril Men's 48312B Ascari Chronograph Swiss Automatic SW 500 MVMNT Watch,,Wristwatch
5 available,,325702079712,"Dec 27, 2023 09:59:06 PST","US $1,850.00/ea",Sigmatime,,Revue Thommen Men's 17000.6177 'Aviator' Black Dial Chronograph Automatic Watch,,Wristwatch
2 available,"Hong Kong, Hong Kong",124639351640,"Jun 27, 2022 21:49:08 PDT",US $591.00,Citiwide Store,,Brand New ORIENT STAR Sports Outdoor RK-AU0202N Watch Worldwide Warranty US*4,,Wristwatch
9 available / 3 sold,"Los Angeles, California, United States",265157125655,"Apr 01, 2024 09:01:07 PDT","US $3,013.66",Direct Source G&D,3.0,"14k Yellow Gold Nugget Link Geneve Wrist Watch with Diamond 8-8.5"" 60 grams",,Wristwatch
,,255661540345,"Mar 19, 2024 00:51:22 PDT","US $3,250.00",Watch County,,Gevril Womens 7449YL Avenue of America Mini Swiss Quartz Diamonds MOP Dial Watch,,Wristwatch
,,264253042290,"Mar 17, 2024 01:06:00 PDT",US $800.00,Watch County,,Roberto Cavalli Women's RV1L049L0016 MOP Dial Pink Leather Wristwatch,,Wristwatch
,"HK, Hong Kong",164691888930,"Feb 03, 2024 16:21:01 PST",US $568.00,Times On Spot,,Seiko Sportura Chronograph Ladies Watch SRW891P1,,Wristwatch
,"HK, Hong Kong",165809604480,"Feb 03, 2024 16:09:23 PST","US $1,143.87",Spot On Times,,Doxa Executive Automatic Rose Gold Stainless Steel Men's Watch D188RIY,,Wristwatch
,,155063264837,"Feb 03, 2024 16:20:56 PST",US $688.00,Times On Spot,,Seiko Prospex Scuba LOWERCASE BEAMS Limited Solar Diver Men's Watch SBDN039,,Wristwatch
,"HK, Hong Kong",185680332992,"Feb 03, 2024 16:09:45 PST",US $507.29,Spot On Times,,Seiko Criteria Chronograph 100m Quartz Ladies Watch SNDY09P1,,Wristwatch
,,285518652676,"Jan 31, 2024 20:57:44 PST","US $25,000.00",Breguetcamera,,Franck Muller Long Island 952 QZ REL MOP BC VE ORC D Steel Diamond Quartz Watch,,Wristwatch
2 available / 1 sold,"Brooklyn, New York, United States",204003930260,"Dec 27, 2023 09:59:09 PST","US $12,500.00/ea",Sigmatime,1.0,Christian Dior Women's 'Montaigne' Limited Edition Automatic Watch CD153550A001,,Wristwatch
More than 10 available / 1 sold,"Monsey, New York, United States",265991251344,"Mar 29, 2024 23:44:09 PDT","US $1,195.00",Watch County,1.0,GV2 by Gevril Men's 4554 XO Submarine Swiss Automatic 48MM Case Black Date Watch,,Wristwatch
Last One / 1 sold,,274456461714,"Mar 19, 2024 00:51:32 PDT","US $1,495.00",Watch County,1.0,Gevril Men's 48561 Wallabout Swiss Automatic Black Dial Stainless Steel Watch,,Wristwatch
5 available / 2 sold,"Brooklyn, New York, United States",324505446351,"Feb 29, 2024 08:01:56 PST","US $1,550.00/ea",Sigmatime,2.0,Zeno Men's 'Pilot Bullhead' Chrono Limited Edition Automatic Watch 6528-THD-A1,,Wristwatch
2 available,"Los Angeles, California, United States",265956911788,"Apr 01, 2024 09:01:07 PDT","US $1,376.39",Direct Source G&D,,"Women's 14k Yellow Gold Nugget Band Bracelet Geneve Watch with Diamonds 8-8.5""",,Wristwatch
,"Dayton, New Jersey, United States",285521146629,"Jan 16, 2024 00:04:46 PST","US $63,500.00",Breguetcamera,,Franck Muller Long Island 952 QZ REL QTR SAI BAG 1P White Gold Quartz Watch,,Wristwatch
Last One / 1 sold,,153131041902,"Feb 15, 2024 07:19:29 PST","US $1,190.00",Style in Class,1.0,EPOS Emotion Mechanical 24 hour black Dial date sun moon 3390 ETA 2892-A2,,Value
More than 10 available,"Monsey, New York, United States",275540161355,"Mar 19, 2024 09:27:05 PDT",US $999.00,Watch County,,Gevril Men's 46530B Roosevelt Swiss Automatic Date Luminous Titanium Watch,,Wristwatch
2 available / 1 sold,"Brooklyn, New York, United States",203444294036,"Feb 29, 2024 08:01:56 PST",US $999.00/ea,Sigmatime,1.0,Franck Dubarry Women 'Crazy Colors' Chronograph White Dial Diamond Bezel CC-01-0,,Wristwatch
